#Variables:,
#pr_bcc-csm1-1_rcp45(mm):Precipitation,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,pr_bcc-csm1-1_rcp45(mm)",
9/11/2009,0.481357
9/12/2009,0
9/13/2009,0.352931
9/14/2009,0
9/15/2009,2.092129
9/16/2009,0.298676
9/17/2009,0
9/18/2009,0
9/19/2009,0
9/20/2009,0
9/21/2009,0.293531
9/22/2009,0
9/23/2009,0
9/24/2009,0
9/25/2009,0
9/26/2009,0
9/27/2009,0
9/28/2009,0
9/29/2009,0
9/30/2009,4.437267
10/1/2009,6.328636
10/2/2009,40.378105
10/3/2009,22.750084
10/4/2009,16.842129
10/5/2009,41.695282
10/6/2009,11.600915
10/7/2009,0
10/8/2009,0
10/9/2009,0
10/10/2009,0
10/11/2009,0
10/12/2009,1.45241
10/13/2009,7.942286
10/14/2009,0
10/15/2009,0
10/16/2009,0
10/17/2009,0
10/18/2009,0
10/19/2009,0
10/20/2009,0
10/21/2009,0
10/22/2009,0.569663
10/23/2009,0
10/24/2009,0
10/25/2009,0
10/26/2009,1.725993
10/27/2009,0
10/28/2009,1.003592
10/29/2009,0
10/30/2009,0
10/31/2009,0.503029
11/1/2009,1.02648
11/2/2009,0
11/3/2009,0
11/4/2009,0
11/5/2009,0
11/6/2009,0
11/7/2009,0
11/8/2009,0
11/9/2009,0
11/10/2009,0
11/11/2009,0
11/12/2009,0.68206
11/13/2009,0.32522
11/14/2009,0
11/15/2009,0
11/16/2009,0.323963
11/17/2009,2.071646
11/18/2009,9.96587
11/19/2009,3.500249
11/20/2009,1.665891
11/21/2009,0.305038
11/22/2009,0.321317
11/23/2009,0
11/24/2009,0
11/25/2009,0
11/26/2009,11.787987
11/27/2009,2.845271
11/28/2009,0
11/29/2009,0
11/30/2009,0
12/1/2009,0.335815
12/2/2009,0
12/3/2009,0
12/4/2009,0
12/5/2009,0
12/6/2009,0
12/7/2009,0
12/8/2009,0
12/9/2009,0
12/10/2009,0
12/11/2009,0
12/12/2009,0
12/13/2009,0
12/14/2009,0
12/15/2009,0
12/16/2009,0
12/17/2009,0
12/18/2009,1.750305
12/19/2009,5.218853
12/20/2009,1.954481
12/21/2009,7.967998
12/22/2009,7.728817
12/23/2009,26.421904
12/24/2009,19.364138
12/25/2009,3.533338
12/26/2009,0
12/27/2009,0
12/28/2009,0
12/29/2009,0
12/30/2009,0
12/31/2009,0
1/1/2010,0
1/2/2010,0
1/3/2010,0
1/4/2010,0.469295
1/5/2010,0.929697
1/6/2010,0
1/7/2010,0
1/8/2010,0
1/9/2010,0
1/10/2010,0
1/11/2010,0
1/12/2010,0
1/13/2010,0
1/14/2010,0
1/15/2010,0
1/16/2010,0
1/17/2010,0
1/18/2010,0
1/19/2010,0
1/20/2010,0
1/21/2010,0
1/22/2010,0
1/23/2010,0
1/24/2010,0
1/25/2010,0
1/26/2010,0
1/27/2010,0
1/28/2010,0
1/29/2010,0
1/30/2010,0
1/31/2010,0
2/1/2010,0
2/2/2010,0
2/3/2010,0
2/4/2010,0
2/5/2010,0
2/6/2010,0
2/7/2010,0
2/8/2010,0.376244
2/9/2010,0
2/10/2010,0
2/11/2010,0
2/12/2010,0
2/13/2010,2.046825
2/14/2010,0.576459
2/15/2010,7.206075
2/16/2010,7.880835
2/17/2010,24.76354
2/18/2010,7.367103
2/19/2010,0
2/20/2010,0.627016
2/21/2010,2.147863
2/22/2010,0
2/23/2010,0
2/24/2010,0
2/25/2010,0.686148
2/26/2010,0
2/27/2010,0
2/28/2010,1.33873
3/1/2010,5.213275
3/2/2010,1.553983
3/3/2010,0
3/4/2010,0
3/5/2010,0
3/6/2010,0
3/7/2010,0
3/8/2010,0
3/9/2010,0.800649
3/10/2010,0
3/11/2010,0
3/12/2010,0
3/13/2010,0
3/14/2010,0
3/15/2010,0
3/16/2010,0
3/17/2010,3.69307
3/18/2010,0.707333
3/19/2010,0
3/20/2010,0
3/21/2010,1.125074
3/22/2010,6.916983
3/23/2010,1.25156
3/24/2010,1.357612
3/25/2010,1.996338
3/26/2010,4.665523
3/27/2010,5.966602
3/28/2010,2.6373
3/29/2010,0
3/30/2010,5.031506
3/31/2010,5.523563
4/1/2010,0
4/2/2010,0.926716
4/3/2010,0.603861
4/4/2010,1.539066
4/5/2010,1.534655
4/6/2010,0
4/7/2010,0
4/8/2010,0
4/9/2010,0
4/10/2010,1.494736
4/11/2010,2.805303
4/12/2010,0
4/13/2010,0
4/14/2010,0
4/15/2010,0
4/16/2010,0
4/17/2010,0
4/18/2010,0
4/19/2010,0
4/20/2010,0
4/21/2010,0
4/22/2010,0
4/23/2010,0.438926
4/24/2010,0
4/25/2010,0
4/26/2010,0
4/27/2010,0
4/28/2010,0
4/29/2010,10.714994
4/30/2010,3.048032
5/1/2010,7.001663
5/2/2010,0
5/3/2010,0
5/4/2010,0
5/5/2010,0
5/6/2010,0
5/7/2010,0
5/8/2010,0
5/9/2010,0
5/10/2010,0
5/11/2010,0
5/12/2010,0
5/13/2010,0
5/14/2010,0
5/15/2010,0
5/16/2010,0
5/17/2010,0
5/18/2010,3.312889
5/19/2010,5.782793
5/20/2010,3.417756
5/21/2010,4.262471
5/22/2010,1.783767
5/23/2010,1.79073
5/24/2010,4.721175
5/25/2010,13.037418
5/26/2010,0.806983
5/27/2010,1.476712
5/28/2010,0
5/29/2010,0
5/30/2010,0
5/31/2010,2.478843
6/1/2010,0
6/2/2010,7.333905
6/3/2010,44.00906
6/4/2010,24.050013
6/5/2010,0
6/6/2010,0
6/7/2010,0
6/8/2010,0
6/9/2010,0
6/10/2010,0
6/11/2010,0
6/12/2010,0
6/13/2010,0
6/14/2010,0
6/15/2010,4.219382
6/16/2010,9.31032
6/17/2010,0
6/18/2010,0
6/19/2010,0
6/20/2010,0
6/21/2010,0
6/22/2010,0
6/23/2010,0
6/24/2010,0
6/25/2010,0
6/26/2010,0
6/27/2010,0
6/28/2010,0
6/29/2010,0
6/30/2010,0.309365
7/1/2010,3.422569
7/2/2010,5.742267
7/3/2010,0
7/4/2010,0
7/5/2010,0.293092
7/6/2010,0
7/7/2010,0
7/8/2010,0
7/9/2010,0
7/10/2010,0
7/11/2010,0
7/12/2010,0
7/13/2010,0
7/14/2010,0
7/15/2010,0
7/16/2010,0
7/17/2010,0
7/18/2010,0
7/19/2010,0.938461
7/20/2010,0
7/21/2010,0.829668
7/22/2010,0
7/23/2010,0
7/24/2010,0
7/25/2010,0
7/26/2010,0
7/27/2010,0
7/28/2010,0
7/29/2010,0
7/30/2010,0
7/31/2010,0
8/1/2010,0
8/2/2010,0
8/3/2010,0.552834
8/4/2010,1.3115
8/5/2010,0
8/6/2010,4.024711
8/7/2010,9.504931
8/8/2010,4.71892
8/9/2010,1.690082
8/10/2010,4.011003
8/11/2010,10.714905
8/12/2010,0.66297
8/13/2010,1.394662
8/14/2010,0
8/15/2010,0
8/16/2010,0
8/17/2010,0
8/18/2010,1.017384
8/19/2010,0
8/20/2010,0
8/21/2010,0
8/22/2010,0
8/23/2010,0
8/24/2010,0
8/25/2010,0
8/26/2010,0.650194
8/27/2010,0
8/28/2010,1.410976
8/29/2010,0
8/30/2010,9.4687
8/31/2010,7.609141
9/1/2010,0
9/2/2010,0
9/3/2010,1.546732
9/4/2010,7.882674
9/5/2010,2.719981
9/6/2010,0.686296
9/7/2010,0
9/8/2010,0
9/9/2010,0
9/10/2010,0
9/11/2010,0
9/12/2010,13.591953
9/13/2010,0.410466
9/14/2010,0
9/15/2010,0
9/16/2010,0
9/17/2010,0
9/18/2010,0
9/19/2010,0.751928
9/20/2010,1.352341
9/21/2010,3.656792
9/22/2010,0.73535
9/23/2010,0
9/24/2010,0
9/25/2010,0
9/26/2010,1.209656
9/27/2010,0
9/28/2010,0
9/29/2010,7.862319
9/30/2010,56.726891
10/1/2010,41.573952
10/2/2010,0.354216
10/3/2010,14.173574
10/4/2010,9.319032
10/5/2010,0
10/6/2010,0.335943
10/7/2010,0.352602
10/8/2010,0.344666
10/9/2010,0
10/10/2010,0
10/11/2010,0
10/12/2010,0
10/13/2010,0
10/14/2010,0
10/15/2010,8.34136
10/16/2010,51.075905
10/17/2010,1.797263
10/18/2010,5.923619
10/19/2010,0
10/20/2010,0
10/21/2010,0.285245
10/22/2010,0
10/23/2010,0
10/24/2010,0
10/25/2010,0
10/26/2010,0
10/27/2010,0.325807
10/28/2010,0
10/29/2010,0
10/30/2010,0
10/31/2010,0
11/1/2010,0
11/2/2010,0
11/3/2010,0
11/4/2010,0
11/5/2010,0
11/6/2010,0
11/7/2010,0
11/8/2010,0
11/9/2010,0
11/10/2010,0
11/11/2010,0
11/12/2010,2.201382
11/13/2010,0
11/14/2010,0.332993
11/15/2010,0
11/16/2010,2.063799
11/17/2010,3.433869
11/18/2010,20.306707
11/19/2010,14.041016
11/20/2010,1.130582
11/21/2010,0.362054
11/22/2010,0
11/23/2010,0
11/24/2010,0
11/25/2010,0
11/26/2010,0
11/27/2010,0
11/28/2010,0
11/29/2010,0
11/30/2010,0
12/1/2010,0
12/2/2010,0
12/3/2010,0
12/4/2010,0
12/5/2010,0
12/6/2010,0
12/7/2010,0
12/8/2010,0
12/9/2010,14.543114
12/10/2010,0
12/11/2010,0
12/12/2010,0
12/13/2010,0
12/14/2010,0
12/15/2010,4.567878
12/16/2010,1.045366
12/17/2010,0
12/18/2010,0
12/19/2010,0.453035
12/20/2010,0
12/21/2010,0
12/22/2010,0
12/23/2010,0.630907
12/24/2010,0
12/25/2010,0
12/26/2010,0
12/27/2010,1.042293
12/28/2010,0
12/29/2010,0
12/30/2010,0
12/31/2010,0
1/1/2011,0
1/2/2011,0
1/3/2011,0
1/4/2011,0
1/5/2011,0
1/6/2011,0
1/7/2011,1.792788
1/8/2011,0
1/9/2011,0
1/10/2011,39.919449
1/11/2011,7.652709
1/12/2011,8.691354
1/13/2011,0.653145
1/14/2011,0
1/15/2011,4.480524
1/16/2011,2.783774
1/17/2011,1.241587
1/18/2011,0
1/19/2011,0
1/20/2011,0
1/21/2011,1.583423
1/22/2011,3.330184
1/23/2011,5.171284
1/24/2011,2.772424
1/25/2011,25.043951
1/26/2011,2.138876
1/27/2011,0
1/28/2011,1.680428
1/29/2011,0
1/30/2011,0
1/31/2011,0
2/1/2011,0
2/2/2011,0
2/3/2011,1.707595
2/4/2011,0.357884
2/5/2011,0
2/6/2011,0.298305
2/7/2011,0
2/8/2011,2.008826
2/9/2011,3.30786
2/10/2011,0.429882
2/11/2011,0.787969
2/12/2011,1.973527
2/13/2011,1.719007
2/14/2011,0.29499
2/15/2011,0
2/16/2011,0
2/17/2011,0
2/18/2011,0
2/19/2011,0
2/20/2011,0
2/21/2011,0.457631
2/22/2011,0
2/23/2011,0.654026
2/24/2011,0
2/25/2011,0
2/26/2011,0
2/27/2011,0
2/28/2011,0
3/1/2011,0
3/2/2011,0
3/3/2011,0
3/4/2011,0
3/5/2011,0
3/6/2011,0
3/7/2011,0
3/8/2011,0
3/9/2011,0
3/10/2011,0
3/11/2011,0
3/12/2011,0
3/13/2011,0
3/14/2011,0
3/15/2011,0
3/16/2011,0
3/17/2011,0
3/18/2011,0
3/19/2011,0
3/20/2011,1.045308
3/21/2011,4.670264
3/22/2011,0
3/23/2011,2.206118
3/24/2011,1.360724
3/25/2011,6.083024
3/26/2011,1.33316
3/27/2011,1.348067
3/28/2011,3.362942
3/29/2011,0
3/30/2011,0.354966
3/31/2011,0
4/1/2011,0
4/2/2011,0
4/3/2011,0
4/4/2011,0.575576
4/5/2011,0
4/6/2011,0
4/7/2011,0
4/8/2011,0
4/9/2011,0
4/10/2011,0
4/11/2011,0
4/12/2011,0
4/13/2011,0
4/14/2011,0
4/15/2011,0
4/16/2011,0
4/17/2011,0
4/18/2011,0
4/19/2011,0
4/20/2011,0
4/21/2011,0
4/22/2011,1.269879
4/23/2011,0
4/24/2011,0
4/25/2011,0
4/26/2011,0
4/27/2011,0.288366
4/28/2011,0
4/29/2011,0
4/30/2011,0
5/1/2011,0
5/2/2011,1.108095
5/3/2011,0
5/4/2011,0
5/5/2011,0
5/6/2011,0
5/7/2011,0
5/8/2011,0.857592
5/9/2011,38.789616
5/10/2011,9.471498
5/11/2011,0
5/12/2011,0
5/13/2011,0
5/14/2011,0
5/15/2011,0
5/16/2011,0
5/17/2011,2.022196
5/18/2011,0
5/19/2011,0
5/20/2011,0.603121
5/21/2011,0
5/22/2011,0
5/23/2011,0
5/24/2011,0
5/25/2011,0
5/26/2011,0
5/27/2011,0
5/28/2011,0
5/29/2011,0
5/30/2011,0
5/31/2011,0
6/1/2011,0
6/2/2011,0
6/3/2011,0.498963
6/4/2011,0
6/5/2011,6.176685
6/6/2011,0.649344
6/7/2011,0.483931
6/8/2011,0
6/9/2011,0
6/10/2011,0
6/11/2011,0
6/12/2011,0
6/13/2011,0
6/14/2011,0
6/15/2011,0
6/16/2011,0
6/17/2011,0
6/18/2011,0
6/19/2011,3.091749
6/20/2011,2.023479
6/21/2011,4.764617
6/22/2011,28.433451
6/23/2011,3.361722
6/24/2011,2.228171
6/25/2011,0
6/26/2011,0
6/27/2011,2.181856
6/28/2011,4.853368
6/29/2011,21.631416
6/30/2011,4.268872
7/1/2011,0
7/2/2011,0
7/3/2011,0
7/4/2011,0
7/5/2011,0
7/6/2011,0
7/7/2011,0
7/8/2011,0
7/9/2011,0
7/10/2011,0
7/11/2011,0
7/12/2011,0
7/13/2011,0
7/14/2011,0
7/15/2011,5.226902
7/16/2011,8.718808
7/17/2011,0
7/18/2011,0
7/19/2011,0
7/20/2011,0
7/21/2011,0
7/22/2011,0
7/23/2011,0
7/24/2011,0
7/25/2011,0
7/26/2011,0
7/27/2011,0
7/28/2011,0
7/29/2011,1.262111
7/30/2011,0.619114
7/31/2011,0
8/1/2011,0
8/2/2011,0
8/3/2011,0
8/4/2011,0
8/5/2011,0.997122
8/6/2011,3.879819
8/7/2011,1.485238
8/8/2011,8.423864
8/9/2011,4.289849
8/10/2011,1.911057
8/11/2011,0
8/12/2011,0
8/13/2011,0
8/14/2011,0
8/15/2011,0
8/16/2011,0
8/17/2011,0
8/18/2011,0
8/19/2011,0
8/20/2011,0
8/21/2011,0
8/22/2011,0
8/23/2011,0
8/24/2011,0
8/25/2011,0
8/26/2011,0
8/27/2011,0
8/28/2011,0
8/29/2011,0
8/30/2011,0
8/31/2011,0
9/1/2011,0
9/2/2011,0
9/3/2011,0
9/4/2011,0
9/5/2011,0
9/6/2011,0
9/7/2011,1.553398
9/8/2011,0.537954
9/9/2011,0
9/10/2011,0
9/11/2011,9.896367
9/12/2011,0.62343
9/13/2011,0.290603
9/14/2011,36.561176
9/15/2011,10.69809
9/16/2011,1.932606
9/17/2011,0
9/18/2011,0
9/19/2011,0
9/20/2011,0
9/21/2011,0
9/22/2011,0
9/23/2011,0
9/24/2011,0
9/25/2011,0
9/26/2011,0
9/27/2011,0
9/28/2011,0.772555
9/29/2011,0
9/30/2011,0
10/1/2011,0
10/2/2011,0.334734
10/3/2011,0.350793
10/4/2011,0
10/5/2011,0
10/6/2011,0
10/7/2011,0
10/8/2011,0
10/9/2011,0
10/10/2011,0
10/11/2011,0
10/12/2011,0
10/13/2011,0
10/14/2011,0.308818
10/15/2011,0.757247
10/16/2011,5.501659
10/17/2011,2.913424
10/18/2011,1.815529
10/19/2011,0
10/20/2011,0
10/21/2011,0
10/22/2011,0
10/23/2011,0
10/24/2011,0
10/25/2011,0
10/26/2011,0
10/27/2011,0
10/28/2011,0
10/29/2011,0
10/30/2011,0
10/31/2011,0
11/1/2011,0
11/2/2011,0
11/3/2011,0
11/4/2011,1.512296
11/5/2011,1.010102
11/6/2011,0
11/7/2011,0
11/8/2011,0
11/9/2011,0
11/10/2011,0
11/11/2011,0
11/12/2011,0
11/13/2011,0
11/14/2011,0
11/15/2011,0
11/16/2011,0
11/17/2011,0
11/18/2011,0
11/19/2011,4.635633
11/20/2011,0
11/21/2011,0
11/22/2011,0
11/23/2011,0
11/24/2011,0
11/25/2011,0
11/26/2011,2.203736
11/27/2011,0
11/28/2011,0
11/29/2011,0
11/30/2011,0
12/1/2011,0
12/2/2011,0
12/3/2011,0
12/4/2011,0
12/5/2011,0
12/6/2011,0
12/7/2011,0
12/8/2011,0
12/9/2011,0.630742
12/10/2011,4.875727
12/11/2011,0
12/12/2011,0
12/13/2011,0
12/14/2011,0
12/15/2011,0
12/16/2011,0
12/17/2011,0
12/18/2011,1.089947
12/19/2011,0
12/20/2011,0.5764
12/21/2011,0
12/22/2011,0
12/23/2011,0
12/24/2011,0
12/25/2011,2.464528
12/26/2011,0.971467
12/27/2011,0
12/28/2011,0
12/29/2011,0
12/30/2011,0
12/31/2011,0
1/1/2012,0
1/2/2012,8.929605
1/3/2012,17.829824
1/4/2012,2.189163
1/5/2012,0
1/6/2012,0
1/7/2012,0
1/8/2012,0
1/9/2012,0
1/10/2012,0
1/11/2012,0
1/12/2012,0
1/13/2012,2.619348
1/14/2012,0
1/15/2012,0
1/16/2012,0
1/17/2012,0
1/18/2012,0
1/19/2012,0.521278
1/20/2012,0
1/21/2012,0.636137
1/22/2012,0
1/23/2012,0
1/24/2012,0
1/25/2012,0
1/26/2012,0
1/27/2012,0
1/28/2012,2.68619
1/29/2012,4.114026
1/30/2012,0
1/31/2012,0
2/1/2012,0
2/2/2012,0
2/3/2012,0
2/4/2012,0
2/5/2012,0
2/6/2012,0
2/7/2012,0.282791
2/8/2012,3.821576
2/9/2012,0
2/10/2012,0.296461
2/11/2012,0
2/12/2012,0
2/13/2012,0
2/14/2012,0
2/15/2012,0
2/16/2012,0
2/17/2012,0
2/18/2012,0
2/19/2012,0
2/20/2012,0
2/21/2012,0
2/22/2012,0
2/23/2012,0
2/24/2012,2.694497
2/25/2012,6.443842
2/26/2012,10.254576
2/27/2012,4.071891
2/28/2012,0
2/29/2012,0
3/1/2012,0
3/2/2012,0
3/3/2012,0
3/4/2012,9.078847
3/5/2012,8.727215
3/6/2012,2.308708
3/7/2012,0
3/8/2012,0
3/9/2012,0
3/10/2012,0
3/11/2012,0
3/12/2012,24.884867
3/13/2012,2.751341
3/14/2012,0
3/15/2012,0
3/16/2012,0
3/17/2012,0
3/18/2012,0
3/19/2012,0
3/20/2012,0
3/21/2012,2.269128
3/22/2012,1.333211
3/23/2012,0.296702
3/24/2012,0
3/25/2012,0
3/26/2012,0
3/27/2012,0
3/28/2012,0
3/29/2012,0.520794
3/30/2012,4.61118
3/31/2012,0
4/1/2012,0
4/2/2012,0
4/3/2012,0
4/4/2012,0
4/5/2012,0.484415
4/6/2012,3.295946
4/7/2012,0
4/8/2012,0
4/9/2012,0.463713
4/10/2012,0
4/11/2012,0.686309
4/12/2012,5.108865
4/13/2012,0
4/14/2012,0
4/15/2012,0
4/16/2012,0
4/17/2012,0
4/18/2012,0
4/19/2012,4.057989
4/20/2012,1.66274
4/21/2012,0
4/22/2012,0
4/23/2012,0
4/24/2012,0
4/25/2012,0
4/26/2012,0
4/27/2012,5.304442
4/28/2012,13.571941
4/29/2012,10.654509
4/30/2012,0
5/1/2012,0.537029
5/2/2012,5.055898
5/3/2012,0.640715
5/4/2012,0
5/5/2012,0
5/6/2012,0
5/7/2012,0
5/8/2012,0
5/9/2012,0
5/10/2012,0
5/11/2012,0
5/12/2012,15.324688
5/13/2012,0
5/14/2012,0
5/15/2012,4.035423
5/16/2012,0
5/17/2012,5.533367
5/18/2012,0
5/19/2012,0
5/20/2012,0
5/21/2012,40.187954
5/22/2012,4.383068
5/23/2012,0
5/24/2012,0
5/25/2012,1.620312
5/26/2012,1.968386
5/27/2012,0
5/28/2012,0
5/29/2012,0
5/30/2012,0
5/31/2012,0
6/1/2012,0
6/2/2012,0
6/3/2012,0
6/4/2012,0
6/5/2012,0
6/6/2012,0
6/7/2012,0
6/8/2012,0
6/9/2012,0
6/10/2012,0
6/11/2012,0
6/12/2012,2.837518
6/13/2012,13.171164
6/14/2012,26.015432
6/15/2012,5.546806
6/16/2012,9.111166
6/17/2012,4.380752
6/18/2012,0
6/19/2012,0
6/20/2012,0
6/21/2012,0
6/22/2012,0.611352
6/23/2012,1.451864
6/24/2012,0
6/25/2012,0
6/26/2012,20.63611
6/27/2012,35.72646
6/28/2012,7.472799
6/29/2012,0
6/30/2012,0
7/1/2012,0
7/2/2012,0
7/3/2012,0
7/4/2012,0
7/5/2012,0.802853
7/6/2012,0
7/7/2012,0
7/8/2012,0
7/9/2012,2.988076
7/10/2012,1.009847
7/11/2012,0
7/12/2012,0
7/13/2012,0
7/14/2012,0
7/15/2012,0
7/16/2012,0
7/17/2012,0
7/18/2012,0
7/19/2012,0
7/20/2012,0
7/21/2012,0
7/22/2012,0
7/23/2012,0
7/24/2012,0
7/25/2012,0
7/26/2012,0
7/27/2012,0
7/28/2012,0
7/29/2012,0
7/30/2012,0
7/31/2012,0
8/1/2012,0
8/2/2012,4.623276
8/3/2012,0
8/4/2012,0
8/5/2012,0
8/6/2012,0.450741
8/7/2012,0
8/8/2012,0
8/9/2012,0
8/10/2012,0
8/11/2012,0
8/12/2012,0
8/13/2012,0
8/14/2012,0
8/15/2012,0
8/16/2012,0
8/17/2012,0
8/18/2012,1.160679
8/19/2012,4.596797
8/20/2012,1.528178
8/21/2012,0
8/22/2012,0
8/23/2012,0
8/24/2012,65.556908
8/25/2012,2.679857
8/26/2012,0
8/27/2012,0
8/28/2012,0
8/29/2012,0
8/30/2012,0
8/31/2012,1.102324
9/1/2012,0
9/2/2012,0
9/3/2012,0
9/4/2012,4.992307
9/5/2012,19.371555
9/6/2012,3.188004
9/7/2012,1.683288
9/8/2012,0
9/9/2012,2.08449
9/10/2012,0
9/11/2012,0
9/12/2012,0
9/13/2012,8.669891
9/14/2012,5.854364
9/15/2012,0
9/16/2012,0.286161
9/17/2012,0
9/18/2012,0
9/19/2012,0
9/20/2012,0
9/21/2012,0
9/22/2012,0
9/23/2012,0
9/24/2012,0
9/25/2012,0
9/26/2012,0.28879
9/27/2012,0
9/28/2012,0.33997
9/29/2012,0
9/30/2012,0
10/1/2012,0
10/2/2012,0.600307
10/3/2012,8.709352
10/4/2012,8.017521
10/5/2012,8.652714
10/6/2012,31.74066
10/7/2012,12.403559
10/8/2012,5.187381
10/9/2012,28.951506
10/10/2012,48.086014
10/11/2012,10.003788
10/12/2012,2.446894
10/13/2012,0
10/14/2012,0
10/15/2012,0
10/16/2012,0
10/17/2012,0
10/18/2012,0
10/19/2012,5.306585
10/20/2012,2.641195
10/21/2012,1.556207
10/22/2012,5.539933
10/23/2012,19.73155
10/24/2012,34.556629
10/25/2012,40.601154
10/26/2012,0
10/27/2012,0
10/28/2012,0
10/29/2012,0
10/30/2012,0
10/31/2012,0
11/1/2012,0
11/2/2012,0
11/3/2012,0
11/4/2012,0
11/5/2012,0
11/6/2012,0
11/7/2012,0.982806
11/8/2012,2.097675
11/9/2012,0
11/10/2012,0
11/11/2012,2.272815
11/12/2012,2.012125
11/13/2012,10.724608
11/14/2012,0
11/15/2012,0
11/16/2012,0
11/17/2012,0
11/18/2012,0
11/19/2012,0
11/20/2012,0
11/21/2012,0
11/22/2012,0.988109
11/23/2012,53.318401
11/24/2012,34.404125
11/25/2012,0
11/26/2012,0
11/27/2012,0
11/28/2012,0
11/29/2012,0
11/30/2012,0
12/1/2012,0
12/2/2012,0
12/3/2012,0
12/4/2012,0
12/5/2012,0
12/6/2012,0
12/7/2012,0
12/8/2012,0
12/9/2012,0
12/10/2012,0
12/11/2012,0
12/12/2012,0
12/13/2012,0
12/14/2012,0
12/15/2012,0
12/16/2012,0
12/17/2012,0
12/18/2012,0
12/19/2012,0
12/20/2012,0
12/21/2012,0
12/22/2012,0
12/23/2012,0
12/24/2012,0
12/25/2012,0
12/26/2012,0
12/27/2012,0
12/28/2012,0
12/29/2012,0
12/30/2012,0
12/31/2012,0
1/1/2013,0
1/2/2013,0
1/3/2013,0
1/4/2013,0
1/5/2013,0
1/6/2013,0
1/7/2013,0
1/8/2013,0
1/9/2013,0
1/10/2013,0.684521
1/11/2013,0
1/12/2013,0
1/13/2013,0
1/14/2013,0
1/15/2013,0.460697
1/16/2013,0
1/17/2013,0
1/18/2013,1.260894
1/19/2013,9.257253
1/20/2013,3.222567
1/21/2013,0
1/22/2013,16.299402
1/23/2013,2.203895
1/24/2013,0
1/25/2013,0
1/26/2013,1.836543
1/27/2013,39.555279
1/28/2013,2.888666
1/29/2013,0.327188
1/30/2013,0
1/31/2013,12.860159
2/1/2013,0
2/2/2013,0
2/3/2013,0
2/4/2013,0
2/5/2013,0
2/6/2013,0
2/7/2013,0
2/8/2013,0
2/9/2013,0
2/10/2013,0
2/11/2013,0
2/12/2013,0
2/13/2013,0
2/14/2013,2.049184
2/15/2013,5.212201
2/16/2013,15.640567
2/17/2013,24.412798
2/18/2013,4.852565
2/19/2013,0
2/20/2013,0
2/21/2013,0
2/22/2013,0
2/23/2013,0
2/24/2013,0.655122
2/25/2013,20.763927
2/26/2013,14.555192
2/27/2013,15.068192
2/28/2013,0
3/1/2013,0
3/2/2013,0
3/3/2013,0
3/4/2013,0.357683
3/5/2013,0
3/6/2013,0
3/7/2013,0
3/8/2013,0
3/9/2013,0
3/10/2013,0.506114
3/11/2013,0
3/12/2013,0
3/13/2013,0
3/14/2013,19.562632
3/15/2013,0.280326
3/16/2013,7.568861
3/17/2013,2.698287
3/18/2013,2.445038
3/19/2013,0
3/20/2013,0
3/21/2013,0
3/22/2013,0
3/23/2013,0
3/24/2013,0
3/25/2013,0
3/26/2013,1.565503
3/27/2013,1.91178
3/28/2013,0.297306
3/29/2013,0
3/30/2013,0
3/31/2013,5.39405
4/1/2013,25.843843
4/2/2013,0
4/3/2013,0
4/4/2013,0
4/5/2013,0
4/6/2013,0
4/7/2013,0
4/8/2013,0.356158
4/9/2013,0.304478
4/10/2013,35.122753
4/11/2013,26.33572
4/12/2013,19.365908
4/13/2013,22.718954
4/14/2013,21.662561
4/15/2013,4.840869
4/16/2013,0
4/17/2013,0
4/18/2013,0
4/19/2013,0
4/20/2013,0
4/21/2013,0
4/22/2013,0
4/23/2013,0.287814
4/24/2013,3.478457
4/25/2013,4.112103
4/26/2013,0
4/27/2013,0
4/28/2013,12.755834
4/29/2013,16.467604
4/30/2013,0
5/1/2013,0
5/2/2013,0
5/3/2013,0
5/4/2013,0
5/5/2013,0
5/6/2013,0
5/7/2013,0
5/8/2013,0
5/9/2013,0
5/10/2013,2.347963
5/11/2013,2.098198
5/12/2013,0
5/13/2013,0
5/14/2013,1.057696
5/15/2013,17.860758
5/16/2013,4.352513
5/17/2013,0.381652
5/18/2013,0
5/19/2013,0
5/20/2013,0
5/21/2013,0
5/22/2013,0
5/23/2013,5.150454
5/24/2013,0.911325
5/25/2013,0
5/26/2013,0
5/27/2013,0
5/28/2013,0
5/29/2013,0
5/30/2013,0.569855
5/31/2013,0.47214
6/1/2013,4.569911
6/2/2013,7.271584
6/3/2013,1.818084
6/4/2013,0
6/5/2013,11.585371
6/6/2013,12.624084
6/7/2013,0
6/8/2013,0
6/9/2013,7.246537
6/10/2013,4.260732
6/11/2013,10.200368
6/12/2013,2.02306
6/13/2013,0
6/14/2013,0
6/15/2013,0.489445
6/16/2013,0
6/17/2013,0
6/18/2013,0
6/19/2013,0
6/20/2013,0
6/21/2013,0
6/22/2013,0
6/23/2013,0
6/24/2013,0
6/25/2013,0
6/26/2013,0
6/27/2013,0
6/28/2013,0
6/29/2013,0
6/30/2013,0
7/1/2013,0
7/2/2013,0
7/3/2013,0
